subject	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://w3.org/ns/oa#hasBody	http://w3.org/ns/oa#annotatedBy	http://w3.org/ns/oa#hasTarget	http://w3.org/ns/oa#motivatedBy	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#isString	http://www.w3.org/2005/11/its/rdf#taAnnotatorsRef	http://www.w3.org/2005/11/its/rdf#taIdentRef	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#anchorOf	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#endIndex	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#referenceContext	http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#beginIndex	http://schema.org/datePublished	http://schema.org/dateCreated	http://schema.org/alternateName	http://schema.org/thumbnailUrl	http://schema.org/keywords	http://schema.org/url	http://schema.org/author	http://schema.org/producer	http://schema.org/publisher	http://schema.org/availability	http://schema.org/contributor	http://schema.org/license	http://schema.org/description	http://schema.org/duration	http://schema.org/name	http://purl.org/dc/terms/language	http://purl.org/dc/terms/subject	http://bibframe.org/vocab/doi	http://purl.org/dc/terms/identifier	http://bibframe.org/vocab/subtitle	http://purl.org/dc/terms/isPartOf	http://schema.org/noOfItems	http://bibframe.org/vocab/partNumber	http://xmlns.com/foaf/0.1/name
http://av.tib.eu/resource/collection/98	http://purl.org/dc/dcmitype/Collection																										"""Data Warehousing and Data Mining Techniques (WS 2010/2011)"""									
http://av.tib.eu/resource/collection/5	http://purl.org/dc/dcmitype/Collection																										"""Goportis Conference 2013"""									
http://av.tib.eu/resource/collection/157	http://purl.org/dc/dcmitype/Collection																										"""Bioenergiedorf Jühnde"""									
http://av.tib.eu/resource/collection/51	http://purl.org/dc/dcmitype/Collection																										"""Particle Physics 3: Supersymmetry & Grand Unification"""									
http://av.tib.eu/resource/collection/10	http://purl.org/dc/dcmitype/Collection																										"""Mathematik 1, Winter 2010/2011"""									
http://av.tib.eu/resource/collection/103	http://purl.org/dc/dcmitype/Collection																										"""Information Retrieval and Web Search Engines (SS 2011)"""									
http://av.tib.eu/resource/collection/90	http://purl.org/dc/dcmitype/Collection																										"""DataCite summer meeting 2014"""									
http://av.tib.eu/resource/collection/13	http://purl.org/dc/dcmitype/Collection																										"""Mathematik 2, Sommer 2011"""									
http://av.tib.eu/resource/collection/152	http://purl.org/dc/dcmitype/Collection																										"""Physikalische Experimente nach Robert Wichard Pohl (1884 - 1976)"""									
http://av.tib.eu/resource/collection/17	http://purl.org/dc/dcmitype/Collection																										"""Informatik 1, Winter 2012/2013"""									
http://av.tib.eu/resource/collection/49	http://purl.org/dc/dcmitype/Collection																										"""Einführung in die Thermodynamik"""									
http://av.tib.eu/resource/collection/160	http://purl.org/dc/dcmitype/Collection																										"""Demonstrationen zur psychologischen Optik"""									
http://av.tib.eu/resource/collection/166	http://purl.org/dc/dcmitype/Collection																										"""Tagung 2015  Das Jahr der MRK: Perspektiven der Mensch-Roboter-Kollaboration am 6.11.2015 in Hannover"""									
http://av.tib.eu/resource/collection/15	http://purl.org/dc/dcmitype/Collection																										"""Informatik 1, Winter 2010/2011"""									
http://av.tib.eu/resource/collection/12	http://purl.org/dc/dcmitype/Collection																										"""Mathematik 1, Winter 2012/2013"""									
http://av.tib.eu/resource/collection/54	http://purl.org/dc/dcmitype/Collection																										"""Lecture Collection | Special Relativity"""									
http://av.tib.eu/resource/collection/154	http://purl.org/dc/dcmitype/Collection																										"""Volkskundliche Filmdokumentation Niedersachsen"""									
http://av.tib.eu/resource/collection/50	http://purl.org/dc/dcmitype/Collection																										"""Physikalische Chemie kompakt"""									
http://av.tib.eu/resource/collection/18	http://purl.org/dc/dcmitype/Collection																										"""Informatik 2, Sommer 2011"""									
http://av.tib.eu/resource/collection/97	http://purl.org/dc/dcmitype/Collection																										"""Robocup - German Open 2014"""									
http://av.tib.eu/resource/collection/14	http://purl.org/dc/dcmitype/Collection																										"""Mathematik 2, Sommer 2012"""									
http://av.tib.eu/resource/collection/168	http://purl.org/dc/dcmitype/Collection																										"""OpenML 2014"""									
http://av.tib.eu/resource/collection/6	http://purl.org/dc/dcmitype/Collection																										"""QUEST Cluster of Excellence"""									
http://av.tib.eu/resource/collection/96	http://purl.org/dc/dcmitype/Collection																										"""RoboCup 2015 China"""									
http://av.tib.eu/resource/collection/310	http://purl.org/dc/dcmitype/Collection																										"""2nd Conference on Non-Textual Information: Software and Services for Science (S3), May 10-11, 2017 in Hannover"""									
http://av.tib.eu/resource/collection/300	http://purl.org/dc/dcmitype/Collection																										"""FOSSGIS-Konferenz 2017: Passau 22. - 25. März 2017"""									
http://av.tib.eu/resource/collection/203	http://purl.org/dc/dcmitype/Collection																										"""Bibcast 2017"""									
http://av.tib.eu/resource/collection/305	http://purl.org/dc/dcmitype/Collection																										"""The Physics Experiments of Robert Wichard Pohl (1884 - 1976)"""									
http://av.tib.eu/resource/collection/304	http://purl.org/dc/dcmitype/Collection																										"""Supplement to 'An Adaptive Semi-Lagrangian Advection Model for Transport of Volcanic Emissions in the Atmosphere'"""									
http://av.tib.eu/resource/collection/294	http://purl.org/dc/dcmitype/Collection																										"""The Leibniz \""Mathematical Modeling and Simulation\"" (MMS) Days 2017"""									
http://av.tib.eu/resource/collection/291	http://purl.org/dc/dcmitype/Collection																										"""Open source GIS - GRASS user conference 2002"""									
http://av.tib.eu/resource/collection/285	http://purl.org/dc/dcmitype/Collection																										"""Geologische Speicherung von CO2"""									
http://av.tib.eu/resource/collection/283	http://purl.org/dc/dcmitype/Collection																										"""COMPIT 2017"""									
http://av.tib.eu/resource/collection/267	http://purl.org/dc/dcmitype/Collection																										"""Urheberrechtstag 2017 - Onlinelehre 2017 zwischen Open Access, § 52a UrhG und Verlagsangeboten"""									
http://av.tib.eu/resource/collection/279	http://purl.org/dc/dcmitype/Collection																										"""re:publica 2012"""									
http://av.tib.eu/resource/collection/273	http://purl.org/dc/dcmitype/Collection																										"""Luminophore distributions"""									
http://av.tib.eu/resource/collection/263	http://purl.org/dc/dcmitype/Collection																										"""TPDL 2016 - Workshop: Videos in digital libraries: What’s in it for libraries, publishers and scientists?"""									
http://av.tib.eu/resource/collection/216	http://purl.org/dc/dcmitype/Collection																										"""Lise-Meitner-Lectures"""									
http://av.tib.eu/resource/collection/215	http://purl.org/dc/dcmitype/Collection																										"""Mathematik in Österreich"""									
http://av.tib.eu/resource/collection/217	http://purl.org/dc/dcmitype/Collection																										"""Stern-Gerlach-Medaille"""									
http://av.tib.eu/resource/collection/218	http://purl.org/dc/dcmitype/Collection																										"""Max-Planck-Medaille"""									
http://av.tib.eu/resource/collection/202	http://purl.org/dc/dcmitype/Collection																										"""Numerical simulations on the microdynamics of the ice-air aggregate"""									
http://av.tib.eu/resource/collection/201	http://purl.org/dc/dcmitype/Collection																										"""case studies to \""Geoscience on television: a review of science communication literature in the context of geosciences\"""""									
http://av.tib.eu/resource/collection/192	http://purl.org/dc/dcmitype/Collection																										"""Physics@FOM Veldhoven 2015"""									
http://av.tib.eu/resource/collection/119	http://purl.org/dc/dcmitype/Collection																										"""Physics@FOM Veldhoven 2013"""									
http://av.tib.eu/resource/collection/188	http://purl.org/dc/dcmitype/Collection																										"""Chymiatrie - Special zum Tag der Umwelt"""									
http://av.tib.eu/resource/collection/190	http://purl.org/dc/dcmitype/Collection																										"""Hacktivity 2015"""									
http://av.tib.eu/resource/collection/186	http://purl.org/dc/dcmitype/Collection																										"""Ölblumen und ölsammelnde Bienen"""									
http://av.tib.eu/resource/collection/189	http://purl.org/dc/dcmitype/Collection																										"""Chymiatrie"""									
http://av.tib.eu/resource/collection/183	http://purl.org/dc/dcmitype/Collection																										"""Kolloquium der Fakultät für Mathematik und Informatik der FernUniversität in Hagen"""									
http://av.tib.eu/resource/collection/187	http://purl.org/dc/dcmitype/Collection																										"""Bibcast 2016"""									
http://av.tib.eu/resource/collection/174	http://purl.org/dc/dcmitype/Collection																										"""Supplementary videos for \""A Modular Arbitrary-Order Ocean-Atmosphere Model: MAOOAM\"""""									
http://av.tib.eu/resource/collection/147	http://purl.org/dc/dcmitype/Collection																										"""Lecture2Go - Universität Hamburg"""									
http://av.tib.eu/resource/collection/176	http://purl.org/dc/dcmitype/Collection																										"""Clean4Yield eConference"""									
http://av.tib.eu/resource/collection/185	http://purl.org/dc/dcmitype/Collection																										"""Multiple Soil Aggregates"""									
http://av.tib.eu/resource/collection/128	http://purl.org/dc/dcmitype/Collection																										"""infernum-Tag 2012"""									
http://av.tib.eu/resource/collection/146	http://purl.org/dc/dcmitype/Collection																										"""Kleines Einmaleins der Kostenrechnung - Grundlagen der Kostenrechnung für Ingenieure"""									
http://av.tib.eu/resource/collection/179	http://purl.org/dc/dcmitype/Collection																										"""Übungsaufgaben - Kleines Einmaleins der Kostenrechnung - Kostenrechnung für Ingenieure"""									
http://av.tib.eu/resource/collection/178	http://purl.org/dc/dcmitype/Collection																										"""Klausuraufgaben - Kleines Einmaleins der Kostenrechnung - Kostenrechnung für Ingenieure"""									
http://av.tib.eu/resource/collection/127	http://purl.org/dc/dcmitype/Collection																										"""infernum-Tag 2013"""									
http://av.tib.eu/resource/collection/177	http://purl.org/dc/dcmitype/Collection																										"""ZiF-Konferenz 2015: Intelligenz: Mensch trifft Technik"""									
